"Player","Nation","Pos","Squad","Comp","Age","Born","MP","Starts","Min","90s","Gls","Ast","G-PK","PK","PKatt","CrdY","CrdR","G+A","G+A-PK","xG","npxG","xA","npxG+xA","xG+xA","Sh","SoT","Sh/90","SoT/90","FK","G-xG","np:G-xG","Cmp","Att","Cmp%","TotDist","PrgDist","Cmp.1","A-xA","KP","1/3","PPA","CrsPA","Prog","Live","Dead","TB","Press","Sw","Crs","CK","In","Out","Str","Ground","Low","High","Left","Right","Head","TI","Other","Off","Int","Blocks","SCA","SCA90","PassLive","PassDead","Drib","Fld","Def","GCA","GCA90","Tkl","TklW","Def 3rd","Mid 3rd","Att 3rd","Past","Succ","ShSv","Pass","Tkl+Int","Clr","Err","Touches","Def Pen","Att Pen","#Pl","Megs","Carries","CPA","Mis","Dis","Targ","Rec","Rec%","Prog.1","Mn/MP","Min%","Subs","unSub","PPM","onG","onGA","+/-","+/-90","onxG","onxGA","xG+/-","xG+/-90","2CrdY","Fls","PKwon","PKcon","OG","Recov","Won","Lost"
"Timothee Pembele","fr FRA","DF","Bordeaux","fr Ligue 1","18","2002","3","1","152","1.7","1","0","1","0","0","0","0","0.59","0.59","0.2","0.2","0.0","0.2","0.09","2","1","1.18","0.59","0","+0.8","+0.8","59","80","73.8","920","341","30","0.0","0","4","0","0","5","51","29","0","6","1","2","0","0","0","0","44","28","8","2","47","2","29","0","0","9","5","2","1.18","1","0","1","0","0","0","0.00","3","2","1","2","0","3","8","0","1","5","0","0","107","1","7","5","0","64","2","10","1","83","62","74.7","7","51","42.2","2","0","0.67","3","2","+1","+0.59","1.0","2.1","-1.1","-0.65","0","3","0","0","0","8","0","3"
"Timothy Castagne","be BEL","DF","Leicester City","eng Premier League","25","1995","1","0","80","0.9","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","43","50","86.0","626","211","26","0.0","0","1","0","0","1","43","7","0","5","0","2","0","0","0","0","30","10","10","4","34","5","7","0","0","0","1","0","0.00","0","0","0","0","0","0","0.00","4","1","3","1","0","1","2","0","0","4","2","0","58","1","0","0","0","28","0","1","0","40","33","82.5","3","80","29.6","1","1","3.00","1","1","0","0.00","1.0","1.6","-0.6","-0.71","0","2","0","0","0","9","2","0"
"Timothy Weah","us USA","MF","Lille","fr Ligue 1","21","2000","3","2","168","1.9","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.1","0.1","0.08","2","0","1.07","0.00","0","0.0","0.0","42","66","63.6","606","107","27","-0.1","1","0","2","1","3","64","2","0","9","2","9","0","0","0","0","48","13","5","2","58","2","2","0","0","6","6","2","1.07","1","0","0","1","0","0","0.00","2","2","0","2","0","2","2","0","2","5","0","0","84","0","13","2","0","63","3","6","0","93","66","71.0","16","56","46.7","1","0","0.67","3","4","-1","-0.54","1.8","2.7","-0.9","-0.46","0","0","0","0","0","7","2","4"
"TimothÃ©e Kolodziejczak","fr FRA","DF","Saint-Ãtienne","fr Ligue 1","29","1991","4","4","360","4.0","1","1","1","0","0","1","0","0.50","0.50","0.1","0.1","0.5","0.6","0.15","1","1","0.25","0.25","0","+0.9","+0.9","197","248","79.4","3313","1480","101","+0.5","8","10","7","3","20","203","45","0","22","3","5","0","0","0","0","155","49","44","187","11","7","41","0","0","8","5","9","2.25","9","0","0","0","0","1","0.25","4","2","4","0","0","4","15","0","7","10","10","0","283","13","1","3","0","148","0","1","1","184","169","91.8","2","90","100.0","0","0","0.75","5","7","-2","-0.50","4.8","6.9","-2.1","-0.51","0","7","0","0","0","33","7","5"
"Tino Kadewere","zw ZIM","FW","Lyon","fr Ligue 1","25","1996","2","0","26","0.3","0","0","0","0","0","0","0","0.00","0.00","0.2","0.2","0.0","0.2","0.83","1","1","3.46","3.46","0","-0.2","-0.2","6","7","85.7","94","50","3","0.0","0","0","1","0","1","7","0","0","0","0","0","0","0","0","0","5","2","0","0","7","0","0","0","0","0","0","4","13.85","3","0","1","0","0","0","0.00","1","0","1","0","0","0","2","0","0","3","0","0","12","0","2","1","0","10","1","0","1","7","5","71.4","1","13","7.2","2","2","0.50","0","2","-2","-6.92","1.2","0.4","+0.8","+2.71","0","0","0","0","0","4","0","0"
"Todd Cantwell","eng ENG","FW,MF","Norwich City","eng Premier League","23","1998","3","3","265","2.9","0","0","0","0","0","2","0","0.00","0.00","0.1","0.1","0.2","0.3","0.11","3","0","1.02","0.00","0","-0.1","-0.1","74","86","86.0","1305","330","32","-0.2","2","8","1","0","6","83","3","2","10","1","1","0","0","0","0","63","10","13","6","75","3","1","0","0","2","1","4","1.36","4","0","0","0","0","0","0.00","11","9","7","3","1","6","12","0","1","14","1","0","130","2","2","3","0","100","1","10","8","128","91","71.1","5","88","98.1","0","0","0.00","1","10","-9","-3.06","2.2","6.0","-3.7","-1.27","0","2","0","0","0","18","1","4"
"Tolgay Arslan","de GER","MF","Udinese","it Serie A","31","1990","2","2","158","1.8","0","0","0","0","0","0","0","0.00","0.00","0.1","0.1","0.1","0.2","0.12","3","3","1.71","1.71","0","-0.1","-0.1","59","70","84.3","1047","162","25","-0.1","1","5","0","0","2","69","1","0","8","1","4","0","0","0","0","60","3","7","9","60","1","0","0","0","1","2","6","3.42","3","0","0","1","1","2","1.14","2","1","1","0","1","3","6","0","2","4","2","0","92","2","3","2","0","71","0","1","2","78","67","85.9","3","79","87.8","0","0","2.00","3","2","+1","+0.57","3.4","1.6","+1.8","+1.01","0","2","1","0","0","14","0","1"
"Tom Cleverley","eng ENG","MF","Watford","eng Premier League","32","1989","3","2","188","2.1","0","1","0","0","0","0","0","0.48","0.48","0.2","0.2","0.0","0.2","0.09","2","1","0.96","0.48","0","-0.2","-0.2","67","87","77.0","1285","387","26","+1.0","1","10","2","0","12","74","13","1","8","0","1","4","2","1","0","54","14","19","15","62","3","3","1","0","2","2","5","2.39","4","0","0","0","0","1","0.48","5","4","3","2","0","2","11","1","2","7","2","0","105","6","3","0","0","59","1","0","3","71","54","76.1","4","63","69.6","1","0","1.00","3","3","0","0.00","2.0","1.8","+0.1","+0.07","0","3","0","0","0","26","3","3"
"Toma BaÅ¡iÄ","hr CRO","MF","Bordeaux","fr Ligue 1","24","1996","3","3","209","2.3","0","1","0","0","0","0","0","0.43","0.43","0.1","0.1","0.6","0.7","0.29","2","0","0.86","0.00","1","-0.1","-0.1","74","101","73.3","1460","379","29","+0.4","5","9","1","1","5","89","12","0","16","5","7","9","5","3","1","61","14","26","89","9","3","0","0","0","4","3","6","2.58","2","3","1","0","0","1","0.43","5","3","2","2","1","6","8","0","2","8","0","0","122","0","4","2","0","82","0","4","3","90","85","94.4","8","70","58.1","0","0","0.67","3","3","0","0.00","1.6","3.4","-1.8","-0.77","0","6","0","0","0","13","0","1"
"Tommaso Augello","it ITA","DF","Sampdoria","it Serie A","27","1994","2","2","160","1.8","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.03","1","0","0.56","0.00","0","0.0","0.0","57","73","78.1","1027","668","26","0.0","0","3","3","1","9","60","13","0","2","0","5","2","0","0","0","34","13","26","57","1","6","9","0","0","1","2","2","1.13","1","1","0","0","0","0","0.00","5","1","2","2","1","1","3","0","3","6","3","0","89","6","1","1","0","42","0","2","0","51","47","92.2","3","80","88.9","0","0","0.50","0","1","-1","-0.56","1.0","2.4","-1.4","-0.77","0","1","0","0","0","14","1","0"
"TomÃ¡s AlarcÃ³n","cl CHI","MF","CÃ¡diz","es La Liga","22","1999","3","3","267","3.0","0","0","0","0","0","1","0","0.00","0.00","0.3","0.3","0.0","0.3","0.11","4","0","1.35","0.00","0","-0.3","-0.3","66","83","79.5","1586","458","22","0.0","0","10","2","1","6","82","1","0","16","6","2","0","0","0","0","48","13","22","7","69","3","0","0","0","2","0","4","1.35","4","0","0","0","0","1","0.34","7","6","4","2","1","3","17","0","7","12","13","0","120","18","2","0","0","58","0","0","1","62","57","91.9","3","89","98.9","0","0","0.67","4","5","-1","-0.34","3.4","4.9","-1.5","-0.51","0","3","0","0","0","25","7","4"
"TomÃ¡s Pina Isla","es ESP","MF","AlavÃ©s","es La Liga","33","1987","3","3","246","2.7","0","0","0","0","0","0","0","0.00","0.00","0.1","0.1","0.0","0.1","0.05","2","0","0.73","0.00","0","-0.1","-0.1","103","120","85.8","1953","462","40","0.0","0","7","1","0","8","116","4","1","18","2","0","0","0","0","0","93","16","11","71","44","3","1","0","0","4","4","3","1.10","2","0","0","1","0","0","0.00","6","6","0","4","2","2","21","0","1","7","4","0","137","5","2","2","0","95","0","2","1","96","89","92.7","1","82","91.1","0","0","0.00","1","7","-6","-2.20","2.6","3.6","-1.1","-0.40","0","8","0","0","0","28","1","3"
"TomÃ¡s RincÃ³n","ve VEN","MF","Torino","it Serie A","33","1988","1","0","45","0.5","0","0","0","0","0","1","0","0.00","0.00","0.0","0.0","0.0","0.0","0.07","0","0","0.00","0.00","0","0.0","0.0","17","21","81.0","247","66","8","0.0","1","2","0","0","3","21","0","0","7","0","0","0","0","0","0","12","3","6","4","12","0","0","1","0","0","0","2","4.00","1","0","0","1","0","0","0.00","0","0","0","0","0","2","0","0","1","0","1","0","25","1","0","1","0","11","0","0","0","15","13","86.7","0","45","25.0","1","1","0.00","1","1","0","0.00","0.5","0.6","-0.1","-0.20","0","1","0","0","0","8","4","0"
"TomÃ¡Å¡ OstrÃ¡k","cz CZE","MF","KÃ¶ln","de Bundesliga","21","2000","1","0","3","0.0","0","1","0","0","0","0","0","30.00","30.00","0.0","0.0","0.4","0.4","12.70","0","0","0.00","0.00","0","0.0","0.0","2","2","100.0","47","16","0","+0.6","1","0","1","0","1","2","0","0","0","0","0","0","0","0","0","1","1","0","0","2","0","0","0","0","0","0","1","30.00","1","0","0","0","0","1","30.00","0","0","0","0","0","0","1","0","0","0","0","0","3","0","0","1","0","3","0","0","0","3","3","100.0","1","3","1.1","1","2","3.00","1","1","0","0.00","0.4","0.2","+0.2","+5.64","0","0","0","0","0","0","0","0"
"TomÃ¡Å¡ SouÄek","cz CZE","MF","West Ham","eng Premier League","26","1995","3","3","270","3.0","1","0","1","0","0","0","0","0.33","0.33","0.9","0.5","0.0","0.5","0.29","9","2","3.00","0.67","0","+0.1","+0.5","113","125","90.4","2402","400","42","0.0","0","6","2","0","9","124","1","0","26","8","1","0","0","0","0","86","14","25","10","101","9","1","0","0","1","1","2","0.67","1","0","0","0","0","0","0.00","11","5","5","4","2","3","13","0","2","11","10","0","165","11","9","1","0","96","1","2","2","123","106","86.2","5","90","100.0","0","0","2.33","10","5","+5","+1.67","6.0","2.9","+3.1","+1.03","0","1","0","0","0","27","8","8"
"Toni Moya","es ESP","MF","AlavÃ©s","es La Liga","23","1998","2","0","17","0.2","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","16","18","88.9","369","93","5","0.0","0","1","0","0","0","16","2","0","1","1","0","0","0","0","0","15","1","2","0","18","0","0","0","0","2","0","0","0.00","0","0","0","0","0","0","0.00","1","1","1","0","0","0","2","0","0","1","0","0","19","1","0","0","0","13","0","0","0","15","14","93.3","0","9","6.3","2","1","0.00","0","1","-1","-5.29","0.0","0.5","-0.5","-2.66","0","2","0","0","0","2","0","0"
"Trent Alexander-Arnold","eng ENG","DF","Liverpool","eng Premier League","22","1998","3","3","270","3.0","0","1","0","0","0","0","0","0.33","0.33","0.2","0.2","1.8","2.0","0.67","5","2","1.67","0.67","1","-0.2","-0.2","185","238","77.7","3689","1646","80","-0.8","15","17","11","3","26","192","46","3","24","17","19","13","1","9","1","119","42","77","16","188","4","28","0","0","11","4","21","7.00","13","7","1","0","0","2","0.67","6","4","2","4","0","7","10","0","4","12","8","0","272","9","11","3","0","160","3","1","4","180","169","93.9","14","90","100.0","0","0","2.33","6","1","+5","+1.67","7.6","2.9","+4.7","+1.56","0","1","0","0","0","26","4","2"
"Trevoh Chalobah","eng ENG","DF","Chelsea","eng Premier League","22","1999","2","1","94","1.0","1","0","1","0","0","0","0","0.96","0.96","0.0","0.0","0.0","0.0","0.04","1","1","0.96","0.96","0","+1.0","+1.0","74","82","90.2","1411","472","28","0.0","0","16","1","0","4","82","0","1","5","0","0","0","0","0","0","69","3","10","4","73","4","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0.00","1","0","0","0","1","0","5","0","0","3","4","0","89","7","2","2","0","71","0","0","0","76","75","98.7","0","47","34.8","1","1","2.00","3","0","+3","+2.87","0.9","0.4","+0.5","+0.46","0","2","0","0","0","8","1","1"
"Troy Deeney","eng ENG","FW","Watford","eng Premier League","33","1988","2","0","25","0.3","0","0","0","0","0","0","0","0.00","0.00","0.4","0.4","0.1","0.5","1.77","2","0","7.20","0.00","0","-0.4","-0.4","3","6","50.0","38","16","2","-0.1","1","1","0","0","1","6","0","0","1","0","0","0","0","0","0","1","4","1","0","3","2","0","0","0","0","0","1","3.60","1","0","0","0","0","0","0.00","0","0","0","0","0","1","2","0","0","0","3","0","11","2","5","0","0","3","0","1","0","18","9","50.0","7","13","9.3","2","0","1.50","0","1","-1","-3.60","0.6","1.4","-0.7","-2.62","0","0","0","0","0","0","4","4"
"Tyler Adams","us USA","MF","RB Leipzig","de Bundesliga","22","1999","3","3","238","2.6","0","0","0","0","0","1","0","0.00","0.00","0.1","0.1","0.0","0.2","0.07","1","0","0.38","0.00","0","-0.1","-0.1","124","147","84.4","2205","574","55","0.0","1","21","2","0","11","145","2","0","18","1","0","0","0","0","0","114","13","20","20","112","8","0","3","1","7","1","5","1.89","4","0","0","0","0","0","0.00","5","5","1","3","1","3","21","0","6","11","3","0","179","1","2","0","0","117","0","1","5","123","114","92.7","3","79","88.1","0","0","1.00","4","2","+2","+0.76","5.1","3.5","+1.6","+0.61","0","3","0","0","0","37","5","1"
"Tyler Roberts","wls WAL","MF,FW","Leeds United","eng Premier League","22","1999","3","0","63","0.7","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.3","0.3","0.40","1","0","1.43","0.00","0","0.0","0.0","18","27","66.7","292","66","11","-0.3","1","0","4","2","2","26","1","0","8","2","5","0","0","0","0","16","7","4","5","18","2","1","0","0","0","0","2","2.86","2","0","0","0","0","0","0.00","1","1","0","1","0","0","1","0","1","1","0","0","37","0","3","0","0","29","2","2","3","34","28","82.4","9","21","23.3","3","0","0.67","2","0","+2","+2.86","1.9","0.4","+1.5","+2.14","0","0","0","0","0","5","1","2"
"Tyrick Mitchell","eng ENG","DF","Crystal Palace","eng Premier League","22","1999","3","3","270","3.0","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.01","0","0","0.00","0.00","0","0.0","0.0","114","144","79.2","1842","949","61","0.0","1","3","1","0","7","118","26","0","21","1","3","0","0","0","0","74","28","42","97","12","10","25","0","1","2","2","1","0.33","1","0","0","0","0","0","0.00","4","2","2","2","0","2","9","0","5","9","4","0","167","9","2","2","0","100","0","2","5","101","96","95.0","3","90","100.0","0","0","0.67","2","5","-3","-1.00","1.5","3.0","-1.4","-0.47","0","1","0","0","0","22","0","1"
"Tyrone Mings","eng ENG","DF","Aston Villa","eng Premier League","28","1993","2","2","180","2.0","0","1","0","0","0","1","0","0.50","0.50","0.2","0.2","0.0","0.2","0.10","1","0","0.50","0.00","0","-0.2","-0.2","106","122","86.9","2509","863","23","+1.0","1","12","1","0","7","119","3","0","4","4","1","0","0","0","0","84","15","23","86","23","10","0","1","1","0","2","2","1.00","1","0","0","0","0","2","1.00","2","2","1","1","0","1","0","0","3","6","8","0","144","17","4","2","0","86","0","2","0","99","97","98.0","0","90","66.7","0","0","1.50","4","3","+1","+0.50","2.2","1.9","+0.2","+0.11","0","3","0","0","0","22","4","2"
"Tyronne Ebuehi","ng NGA","DF","Venezia","it Serie A","25","1995","1","1","50","0.6","0","0","0","0","0","1","0","0.00","0.00","0.1","0.1","0.0","0.1","0.19","1","0","1.80","0.00","0","-0.1","-0.1","22","30","73.3","328","64","12","0.0","0","0","0","0","0","22","8","0","1","0","1","0","0","0","0","15","9","6","2","18","2","8","0","0","3","2","0","0.00","0","0","0","0","0","0","0.00","0","0","0","0","0","0","1","0","0","0","1","0","34","3","1","0","0","20","0","0","0","26","22","84.6","0","50","27.8","0","1","0.00","0","0","0","0.00","0.2","0.7","-0.5","-0.85","0","1","0","0","0","3","0","0"
"TÃ©ji Savanier","fr FRA","MF","Montpellier","fr Ligue 1","29","1991","3","3","269","3.0","1","1","1","0","0","1","0","0.67","0.67","0.5","0.5","0.5","1.0","0.33","11","3","3.68","1.00","4","+0.5","+0.5","119","168","70.8","2965","926","40","+0.5","8","20","5","0","18","137","31","1","11","21","14","10","4","1","3","82","26","60","22","137","4","3","0","0","5","5","16","5.35","11","3","0","0","2","2","0.67","10","7","2","6","2","5","23","0","4","12","0","0","208","3","5","6","0","120","1","5","5","145","131","90.3","4","90","74.7","0","0","1.33","7","6","+1","+0.33","5.4","4.4","+1.0","+0.33","0","5","0","0","0","24","2","2"
"Unai GarcÃ­a","es ESP","DF","Osasuna","es La Liga","29","1992","1","1","90","1.0","0","0","0","0","0","1","0","0.00","0.00","0.0","0.0","0.0","0.0","0.04","1","0","1.00","0.00","0","0.0","0.0","27","34","79.4","813","323","4","0.0","0","7","0","0","4","28","6","0","0","4","0","0","0","0","0","17","3","14","1","28","4","1","0","0","0","0","0","0.00","0","0","0","0","0","0","0.00","3","1","2","1","0","0","4","0","1","5","5","0","44","3","1","0","0","17","0","0","0","18","18","100.0","0","90","33.3","0","2","1.00","0","0","0","0.00","1.0","0.7","+0.3","+0.33","0","1","0","0","0","9","1","2"
"Unai SimÃ³n","es ESP","GK","Athletic Club","es La Liga","24","1997","1","1","90","1.0","0","0","0","0","0","1","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","18","35","51.4","718","530","1","0.0","0","0","0","0","0","19","16","0","0","2","0","0","0","0","0","6","3","26","3","25","0","0","4","0","2","0","0","0.00","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","36","33","0","0","0","15","0","0","0","10","10","100.0","0","90","33.3","0","0","3.00","1","0","+1","+1.00","1.2","1.1","+0.1","+0.12","0","0","0","0","0","8","0","0"
"Unai Vencedor Paris","es ESP","MF","Athletic Club","es La Liga","20","2000","3","3","213","2.4","0","0","0","0","0","0","0","0.00","0.00","0.3","0.3","0.0","0.3","0.11","2","0","0.85","0.00","0","-0.3","-0.3","61","84","72.6","1084","378","27","0.0","0","7","0","0","9","81","3","0","13","0","5","0","0","0","0","55","8","21","10","65","5","0","1","0","3","2","2","0.85","2","0","0","0","0","0","0.00","1","1","0","0","1","1","12","0","3","2","2","0","100","4","4","1","0","57","0","1","2","72","66","91.7","3","71","78.9","0","0","1.67","2","0","+2","+0.85","2.5","2.5","0.0","0.00","0","4","0","0","0","20","3","4"
"UroÅ¡ RaÄiÄ","rs SRB","MF","Valencia","es La Liga","23","1998","3","1","135","1.5","0","0","0","0","0","0","0","0.00","0.00","0.1","0.1","0.0","0.1","0.09","2","0","1.33","0.00","0","-0.1","-0.1","32","48","66.7","693","184","13","0.0","1","6","1","0","7","48","0","0","16","6","1","0","0","0","0","22","11","15","3","33","4","0","2","0","1","2","4","2.67","4","0","0","0","0","0","0.00","2","1","1","1","0","4","7","0","4","6","3","0","66","1","0","4","0","37","0","2","0","41","36","87.8","1","45","50.0","2","0","2.33","1","1","0","0.00","2.0","1.4","+0.6","+0.40","0","8","0","0","0","15","8","4"
"Vagner GonÃ§alves","cv CPV","MF,FW","Metz","fr Ligue 1","25","1996","3","0","86","1.0","0","0","0","0","0","1","0","0.00","0.00","0.3","0.3","0.1","0.3","0.35","1","1","1.05","1.05","0","-0.3","-0.3","25","38","65.8","373","153","17","-0.1","2","0","2","0","2","30","8","0","5","2","2","4","0","4","0","22","7","9","1","34","0","1","1","0","2","4","5","5.23","2","3","0","0","0","0","0.00","2","0","0","2","0","0","4","0","0","2","0","0","52","0","4","1","0","32","0","5","2","48","35","72.9","7","29","23.9","3","1","0.67","0","0","0","0.00","0.8","1.0","-0.2","-0.25","0","5","0","0","0","5","1","2"
"Valentin Rongier","fr FRA","MF","Marseille","fr Ligue 1","26","1994","2","1","92","1.0","0","1","0","0","0","0","0","0.98","0.98","0.8","0.8","0.4","1.1","1.12","5","1","4.89","0.98","0","-0.8","-0.8","101","106","95.3","1632","378","55","+0.6","1","5","1","0","7","98","8","0","15","2","0","0","0","0","0","92","7","7","17","81","3","5","0","0","2","2","3","2.93","3","0","0","0","0","1","0.98","5","4","2","3","0","0","8","0","4","8","0","0","122","1","4","1","0","86","0","0","0","92","87","94.6","7","46","27.1","1","1","1.33","3","1","+2","+1.96","2.1","0.8","+1.3","+1.25","0","1","0","0","0","15","0","2"
"Valentino Livramento","eng ENG","DF,MF","Southampton","eng Premier League","18","2002","3","3","270","3.0","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.9","0.9","0.31","1","0","0.33","0.00","0","0.0","0.0","103","135","76.3","1659","491","63","-0.9","2","4","2","2","6","106","29","0","12","2","7","0","0","0","0","75","34","26","13","87","8","26","0","0","5","2","4","1.33","4","0","0","0","0","0","0.00","6","2","4","0","2","5","8","0","3","14","8","0","177","11","5","6","0","101","3","5","3","95","84","88.4","4","90","100.0","0","0","0.67","4","6","-2","-0.67","5.1","5.3","-0.2","-0.07","0","1","0","0","0","34","3","3"
